#Data tag : 24v2 , Norm tag: composite
# brilcalc lumi --normtag /cvmfs/cms-bril.cern.ch/cms-lumi-pog/Normtags/normtag_PHYSICS.json -u /fb --begin 366442 --end 370790  > lumi_2023.txt
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/fb) | recorded(/fb) |
| 370187:9036 | 07/06/23 13:03:14 | 9    | 5    | 0.002592246    | 0.000024424   |
| 370188:9036 | 07/06/23 13:06:29 | 11   | 8    | 0.003157538    | 0.000006795   |
| 370189:9036 | 07/06/23 13:10:44 | 5    | 2    | 0.001428626    | 0.000000055   |
| 370190:9036 | 07/06/23 13:12:37 | 10   | 3    | 0.002819556    | 0.000008273   |
| 370192:9036 | 07/06/23 13:16:21 | 30   | 7    | 0.008375725    | 0.000164768   |
| 370195:9036 | 07/06/23 13:27:40 | 15   | 7    | 0.004157424    | 0.000000092   |
| 370196:9036 | 07/06/23 13:33:15 | 98   | 90   | 0.026593491    | 0.021172588   |
| 370197:9036 | 07/06/23 14:11:18 | 6    | 6    | 0.001575641    | 0.001425780   |
| 370293:9043 | 07/07/23 11:09:05 | 1590 | 1582 | 0.686913302    | 0.651734981   |
| 370294:9043 | 07/07/23 21:26:42 | 682  | 682  | 0.185453569    | 0.178465420   |
| 370299:9044 | 07/08/23 04:06:47 | 5    | 0    | 0.001485911    | 0             |
| 370300:9044 | 07/08/23 04:08:22 | 1028 | 993  | 0.473129186    | 0.428792463   |
| 370302:9044 | 07/08/23 10:47:36 | 8    | 3    | 0.003379899    | 0.000006375   |
| 370304:9044 | 07/08/23 10:50:38 | 344  | 328  | 0.132871373    | 0.120790985   |
| 370307:9044 | 07/08/23 13:04:05 | 716  | 716  | 0.212994901    | 0.205224977   |
| 370321:9045 | 07/08/23 19:40:44 | 103  | 20   | 0.032440690    | 0.002014778   |
| 370332:9045 | 07/08/23 20:20:38 | 1979 | 1979 | 0.756678348    | 0.719673816   |
| 370340:9046 | 07/09/23 10:56:49 | 769  | 769  | 0.353131866    | 0.334378313   |
| 370354:9049 | 07/09/23 19:08:00 | 395  | 388  | 0.175289095    | 0.153694649   |
| 370355:9049 | 07/09/23 21:41:15 | 125  | 92   | 0.061462422    | 0.042101216   |
| 370357:9049 | 07/09/23 22:29:47 | 857  | 857  | 0.336901661    | 0.323416129   |
| 370406:9050 | 07/10/23 12:29:05 | 841  | 834  | 0.379699794    | 0.355816357   |
| 370436:9050 | 07/10/23 17:55:30 | 32   | 32   | 0.011444511    | 0.010621774   |
| 370460:9055 | 07/11/23 03:19:32 | 122  | 118  | 0.034854250    | 0.033496146   |
| 370471:9056 | 07/11/23 07:20:10 | 6    | 0    | 0.001042757    | 0             |
| 370472:9056 | 07/11/23 07:22:18 | 44   | 44   | 0.010190208    | 0.009915946   |
| 370496:9057 | 07/11/23 09:37:53 | 2    | 0    | 0.000361737    | 0             |
| 370497:9057 | 07/11/23 09:38:34 | 1439 | 1439 | 0.610342643    | 0.581305336   |
| 370522:9059 | 07/11/23 23:55:07 | 335  | 331  | 0.140731687    | 0.134124670   |
| 370560:9062 | 07/12/23 12:36:48 | 354  | 354  | 0.154348209    | 0.147470396   |
| 370579:9063 | 07/12/23 17:38:53 | 99   | 93   | 0.030914560    | 0.024946828   |
| 370580:9063 | 07/12/23 18:17:16 | 2984 | 2875 | 0.984462701    | 0.920510303   |
| 370664:9066 | 07/14/23 07:40:22 | 55   | 47   | 0.014000653    | 0.010163470   |
| 370665:9066 | 07/14/23 08:01:37 | 14   | 6    | 0.004210472    | 0.001629475   |
| 370666:9066 | 07/14/23 08:06:52 | 10   | 3    | 0.003136858    | 0.000013181   |
| 370667:9066 | 07/14/23 08:10:37 | 115  | 115  | 0.041161040    | 0.038262901   |
| 370717:9067 | 07/15/23 01:10:11 | 133  | 133  | 0.038740086    | 0.037024124   |
| 370725:9068 | 07/15/23 05:13:30 | 427  | 427  | 0.187622671    | 0.176418870   |
| 370749:9070 | 07/15/23 17:20:26 | 1503 | 1496 | 0.666121699    | 0.630758803   |
| 370750:9070 | 07/16/23 03:04:10 | 9    | 4    | 0.002932595    | 0.000001515   |
| 370751:9070 | 07/16/23 03:07:34 | 13   | 8    | 0.004251629    | 0.000001357   |
| 370752:9070 | 07/16/23 03:12:26 | 17   | 10   | 0.005677552    | 0.000003731   |
| 370753:9070 | 07/16/23 03:18:43 | 251  | 251  | 0.077994273    | 0.075224115   |
| 370772:9072 | 07/16/23 07:58:52 | 1258 | 1247 | 0.588329347    | 0.553838915   |
| 370774:9072 | 07/16/23 16:07:34 | 165  | 159  | 0.063398371    | 0.056310573   |
| 370775:9072 | 07/16/23 17:11:41 | 175  | 168  | 0.061154308    | 0.054563062   |
| 370776:9072 | 07/16/23 18:19:32 | 334  | 334  | 0.101760979    | 0.097559565   |
| 370790:9073 | 07/16/23 22:50:23 | 32   | 32   | 0.004086838    | 0.003289749   |
+-------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/fb) | totrecorded(/fb) |
+-------+------+--------+--------+-------------------+------------------+
| 96    | 324  | 116980 | 114089 | 32.735694351      | 30.102798175     |
+-------+------+--------+--------+-------------------+------------------+
