# brilcalc lumi --normtag /cvmfs/cms-bril.cern.ch/cms-lumi-pog/Normtags/normtag_PHYSICS.json -u /fb --begin 378981 --end 386951 -b "STABLE BEAMS" > lumi_2024.txt
#Data tag : 24v2 , Norm tag: composite
+--------------+-------------------+------+------+----------------+---------------+
| run:fill     | time              | nls  | ncms | delivered(/fb) | recorded(/fb) |
| 382594:9842  | 06/30/24 02:28:42 | 1412 | 1407 | 0.633356885    | 0.602967330   |
| 382595:9842  | 06/30/24 11:37:12 | 863  | 863  | 0.263695305    | 0.255368696   |
| 382617:9843  | 06/30/24 19:32:16 | 709  | 709  | 0.312783977    | 0.298371205   |
| 382626:9846  | 07/01/24 07:24:24 | 370  | 370  | 0.164444367    | 0.155061881   |
| 382649:9848  | 07/01/24 14:36:03 | 493  | 485  | 0.227104655    | 0.203664423   |
| 382650:9848  | 07/01/24 17:47:17 | 245  | 245  | 0.116660317    | 0.110655098   |
| 382654:9849  | 07/01/24 21:54:12 | 1653 | 1644 | 0.763898068    | 0.715804325   |
| 382655:9849  | 07/02/24 08:36:08 | 403  | 394  | 0.132527173    | 0.125318006   |
| 382656:9849  | 07/02/24 11:12:31 | 304  | 304  | 0.083274859    | 0.079854746   |
| 382679:9851  | 07/02/24 21:51:20 | 86   | 86   | 0.021621286    | 0.021053287   |
| 382684:9852  | 07/03/24 00:51:08 | 1173 | 1166 | 0.560309147    | 0.521607338   |
| 382685:9852  | 07/03/24 08:26:34 | 499  | 491  | 0.189443357    | 0.179677891   |
| 382686:9852  | 07/03/24 11:40:25 | 146  | 146  | 0.045114781    | 0.043768630   |
| 382725:9857  | 07/03/24 21:33:11 | 377  | 377  | 0.168490156    | 0.158137211   |
| 382729:9859  | 07/04/24 06:42:38 | 80   | 73   | 0.024579675    | 0.020743124   |
| 382730:9859  | 07/04/24 07:13:29 | 55   | 55   | 0.024388854    | 0.022636949   |
| 382749:9860  | 07/04/24 11:29:26 | 16   | 6    | 0.002339912    | 0.000771403   |
| 382750:9860  | 07/04/24 11:35:32 | 544  | 533  | 0.259867818    | 0.237738134   |
| 382751:9860  | 07/04/24 15:06:44 | 5    | 2    | 0.002433660    | 0.000214084   |
| 382752:9860  | 07/04/24 15:08:42 | 720  | 720  | 0.339880004    | 0.321951329   |
| 382769:9861  | 07/05/24 00:19:18 | 1545 | 1535 | 0.684485889    | 0.644059539   |
| 382770:9861  | 07/05/24 10:19:22 | 596  | 596  | 0.171001943    | 0.165481890   |
| 382791:9862  | 07/05/24 17:32:06 | 119  | 116  | 0.038520228    | 0.030799684   |
| 382792:9862  | 07/05/24 18:18:12 | 94   | 80   | 0.046250551    | 0.031606372   |
| 382794:9862  | 07/05/24 18:54:44 | 23   | 14   | 0.011354026    | 0.005272803   |
| 382795:9862  | 07/05/24 19:03:19 | 493  | 493  | 0.234821429    | 0.220093363   |
| 382799:9864  | 07/06/24 01:44:17 | 619  | 619  | 0.281993937    | 0.265275861   |
| 382810:9865  | 07/06/24 09:08:47 | 87   | 78   | 0.024689959    | 0.018697357   |
| 382811:9865  | 07/06/24 09:42:19 | 407  | 407  | 0.194957030    | 0.182256593   |
| 382830:9867  | 07/06/24 23:56:06 | 86   | 86   | 0.024473841    | 0.023464196   |
| 382834:9869  | 07/07/24 04:02:41 | 764  | 764  | 0.359625744    | 0.336365604   |
| 382856:9871  | 07/07/24 12:21:40 | 431  | 431  | 0.197925817    | 0.183555579   |
| 382878:9873  | 07/07/24 20:53:46 | 864  | 864  | 0.407220929    | 0.382531678   |
| 382913:9877  | 07/08/24 14:40:49 | 2296 | 2296 | 0.893376086    | 0.848910478   |
| 382921:9878  | 07/09/24 08:24:08 | 1288 | 1216 | 0.614926662    | 0.540711511   |
| 382922:9878  | 07/09/24 16:44:19 | 93   | 83   | 0.038297160    | 0.029410510   |
| 382923:9878  | 07/09/24 17:20:07 | 14   | 5    | 0.005597904    | 0.000000367   |
| 382924:9878  | 07/09/24 17:25:22 | 260  | 260  | 0.091967139    | 0.088102678   |
| 382937:9879  | 07/09/24 21:42:01 | 479  | 479  | 0.222880219    | 0.210238552   |
| 382960:9883  | 07/10/24 07:51:32 | 574  | 574  | 0.267980689    | 0.249982273   |
| 383028:9885  | 07/11/24 01:47:57 | 93   | 93   | 0.034279515    | 0.032161685   |
| 383033:9886  | 07/11/24 05:06:29 | 6    | 0    | 0.001223026    | 0             |
| 383034:9886  | 07/11/24 05:08:29 | 677  | 667  | 0.322808802    | 0.294211632   |
| 383035:9886  | 07/11/24 09:31:26 | 8    | 3    | 0.003920202    | 0.000083159   |
| 383036:9886  | 07/11/24 09:34:23 | 62   | 62   | 0.028698588    | 0.026350419   |
| 383134:9891  | 07/12/24 19:18:58 | 138  | 138  | 0.007895693    | 0.007636303   |
| 383148:9895  | 07/13/24 04:49:56 | 550  | 550  | 0.040638736    | 0.039423542   |
| 383153:9896  | 07/13/24 10:29:30 | 205  | 197  | 0.087156004    | 0.066577966   |
| 383154:9896  | 07/13/24 11:49:00 | 25   | 8    | 0.012175313    | 0.002793197   |
| 383155:9896  | 07/13/24 11:58:32 | 1863 | 1863 | 0.774316677    | 0.732734177   |
| 383162:9899  | 07/14/24 03:42:35 | 1563 | 1548 | 0.719700232    | 0.677016993   |
| 383163:9899  | 07/14/24 13:49:37 | 524  | 524  | 0.166975968    | 0.160316019   |
| 383173:9900  | 07/14/24 19:47:29 | 945  | 931  | 0.448699995    | 0.414231943   |
| 383174:9900  | 07/15/24 01:54:31 | 1033 | 1024 | 0.396088448    | 0.368981222   |
| 383175:9900  | 07/15/24 08:35:34 | 163  | 163  | 0.043759097    | 0.039722385   |
| 383247:9904  | 07/15/24 23:52:11 | 117  | 117  | 0.042820603    | 0.040288191   |
| 383254:9905  | 07/16/24 03:15:55 | 1234 | 1230 | 0.590347081    | 0.547019043   |
| 383255:9905  | 07/16/24 11:15:11 | 922  | 922  | 0.323910946    | 0.310477007   |
| 383275:9906  | 07/16/24 20:28:48 | 188  | 179  | 0.081396172    | 0.067320170   |
| 383276:9906  | 07/16/24 21:41:35 | 305  | 292  | 0.149430593    | 0.133449375   |
| 383277:9906  | 07/16/24 23:40:05 | 696  | 681  | 0.330457046    | 0.309988151   |
| 383323:9910  | 07/17/24 13:35:11 | 1292 | 1287 | 0.615192841    | 0.570012743   |
| 383324:9910  | 07/17/24 21:57:07 | 40   | 30   | 0.016636329    | 0.011708375   |
| 383325:9910  | 07/17/24 22:12:32 | 6    | 2    | 0.002467245    | 0.000113701   |
| 383326:9910  | 07/17/24 22:14:32 | 526  | 516  | 0.186196107    | 0.171917652   |
| 383327:9910  | 07/18/24 01:38:47 | 68   | 60   | 0.020623417    | 0.017542254   |
| 383328:9910  | 07/18/24 02:04:59 | 35   | 3    | 0.010248743    | 0.000000018   |
| 383331:9910  | 07/18/24 02:18:27 | 122  | 117  | 0.034614850    | 0.032172878   |
| 383332:9910  | 07/18/24 03:05:38 | 13   | 8    | 0.002751684    | 0.001909773   |
| 383333:9910  | 07/18/24 03:10:21 | 13   | 6    | 0              | 0             |
| 383363:9911  | 07/18/24 09:52:21 | 749  | 745  | 0.352135832    | 0.326325743   |
| 383364:9911  | 07/18/24 14:43:02 | 12   | 2    | 0.005884504    | 0             |
| 383365:9911  | 07/18/24 14:47:25 | 62   | 54   | 0.030386806    | 0.023212927   |
| 383366:9911  | 07/18/24 15:11:12 | 35   | 27   | 0.017265412    | 0.011481982   |
| 383367:9911  | 07/18/24 15:24:35 | 262  | 224  | 0.128219789    | 0.101469415   |
| 383368:9911  | 07/18/24 17:06:15 | 1073 | 1073 | 0.380184040    | 0.365502638   |
| 383377:9912  | 07/19/24 03:47:52 | 289  | 289  | 0.129286645    | 0.119809169   |
| 383417:9917  | 07/20/24 01:05:03 | 788  | 781  | 0.373369992    | 0.343088900   |
| 383418:9917  | 07/20/24 06:11:07 | 932  | 927  | 0.391190822    | 0.370038194   |
| 383447:9920  | 07/20/24 20:44:01 | 479  | 475  | 0.222569489    | 0.205607507   |
| 383448:9920  | 07/20/24 23:49:52 | 468  | 465  | 0.229162899    | 0.209693511   |
| 383449:9920  | 07/21/24 02:51:34 | 1268 | 1268 | 0.458699886    | 0.439293621   |
| 383467:9921  | 07/21/24 13:29:51 | 185  | 178  | 0.079051201    | 0.069434913   |
| 383468:9921  | 07/21/24 14:41:34 | 2167 | 2167 | 0.860823455    | 0.816273564   |
| 383485:9923  | 07/22/24 08:24:28 | 83   | 79   | 0.028858729    | 0.024581612   |
| 383486:9923  | 07/22/24 08:56:37 | 131  | 119  | 0.063255814    | 0.046831849   |
| 383487:9923  | 07/22/24 09:47:12 | 2098 | 2098 | 0.870848210    | 0.819113577   |
| 383496:9925  | 07/23/24 02:51:34 | 196  | 196  | 0.080155187    | 0.073646260   |
| 383512:9926  | 07/23/24 06:45:44 | 1813 | 1800 | 0.817685616    | 0.748877915   |
| 383513:9926  | 07/23/24 18:29:58 | 56   | 17   | 0.018501463    | 0.000005430   |
| 383514:9926  | 07/23/24 18:51:22 | 203  | 203  | 0.059038830    | 0.056678232   |
| 383536:9927  | 07/24/24 02:13:24 | 172  | 167  | 0.070469964    | 0.062405814   |
| 383537:9927  | 07/24/24 03:19:59 | 81   | 76   | 0.039610793    | 0.033194390   |
| 383538:9927  | 07/24/24 03:51:27 | 11   | 3    | 0.005339647    | 0.000332568   |
| 383539:9927  | 07/24/24 03:55:38 | 9    | 4    | 0.004393009    | 0.000340145   |
| 383540:9927  | 07/24/24 03:59:02 | 7    | 3    | 0.003394807    | 0.000380524   |
| 383541:9927  | 07/24/24 04:01:38 | 307  | 307  | 0.149732515    | 0.139285752   |
| 383628:9931  | 07/25/24 00:37:56 | 7    | 0    | 0.001101488    | 0             |
| 383629:9931  | 07/25/24 00:40:18 | 196  | 190  | 0.084244347    | 0.076852114   |
| 383630:9931  | 07/25/24 01:56:21 | 311  | 301  | 0.148011669    | 0.133237454   |
| 383631:9931  | 07/25/24 03:56:49 | 1690 | 1690 | 0.690675537    | 0.649796833   |
| 383647:9932  | 07/25/24 17:02:36 | 114  | 109  | 0.044869242    | 0.038814544   |
| 383648:9932  | 07/25/24 17:46:40 | 236  | 232  | 0.116169844    | 0.104238064   |
| 383649:9932  | 07/25/24 19:18:20 | 347  | 342  | 0.171074040    | 0.155579220   |
| 383650:9932  | 07/25/24 21:33:00 | 50   | 50   | 0.020498762    | 0.017894077   |
| 383661:9934  | 07/26/24 01:46:48 | 112  | 103  | 0.043077050    | 0.035323201   |
| 383662:9934  | 07/26/24 02:30:01 | 184  | 184  | 0.088999498    | 0.081232984   |
| 383669:9935  | 07/26/24 05:39:44 | 652  | 652  | 0.304641122    | 0.283074219   |
| 383687:9936  | 07/26/24 12:05:53 | 480  | 480  | 0.224887885    | 0.208263156   |
| 383692:9937  | 07/26/24 17:19:44 | 866  | 862  | 0.413630214    | 0.375838158   |
| 383693:9937  | 07/26/24 22:56:12 | 177  | 171  | 0.086344731    | 0.071594928   |
| 383694:9937  | 07/27/24 00:04:45 | 39   | 33   | 0.018348115    | 0.008953818   |
| 383695:9937  | 07/27/24 00:19:44 | 744  | 744  | 0.285324254    | 0.268109392   |
| 383712:9939  | 07/27/24 08:33:51 | 1641 | 1553 | 0.755655490    | 0.672528192   |
| 383723:9939  | 07/27/24 19:11:15 | 98   | 84   | 0.034061901    | 0.028263757   |
| 383724:9939  | 07/27/24 19:49:20 | 206  | 206  | 0.062412806    | 0.060222982   |
| 383740:9941  | 07/28/24 01:29:48 | 689  | 678  | 0.323439686    | 0.292551972   |
| 383741:9941  | 07/28/24 05:57:18 | 592  | 588  | 0.286154653    | 0.258587662   |
| 383742:9941  | 07/28/24 09:47:18 | 44   | 35   | 0.019260929    | 0             |
| 383743:9941  | 07/28/24 10:04:23 | 16   | 16   | 0.005728115    | 0.004700215   |
| 383756:9942  | 07/28/24 12:25:14 | 1429 | 1418 | 0.669425150    | 0.600490422   |
| 383757:9942  | 07/28/24 21:40:24 | 19   | 7    | 0.007398135    | 0.000025908   |
| 383758:9942  | 07/28/24 21:47:46 | 39   | 39   | 0.015077048    | 0.013960315   |
| 383767:9943  | 07/29/24 00:28:24 | 1618 | 1608 | 0.742533680    | 0.681577127   |
| 383779:9943  | 07/29/24 10:56:46 | 180  | 180  | 0.060425392    | 0.057686454   |
| 383811:9945  | 07/29/24 16:51:26 | 52   | 43   | 0.017872632    | 0.011618857   |
| 383812:9945  | 07/29/24 17:11:17 | 347  | 338  | 0.170338231    | 0.149452914   |
| 383813:9945  | 07/29/24 19:26:00 | 120  | 104  | 0.058868620    | 0.046467031   |
| 383814:9945  | 07/29/24 20:12:38 | 1253 | 1253 | 0.556726360    | 0.520279813   |
| 383830:9947  | 07/30/24 08:01:08 | 136  | 126  | 0.058160331    | 0.047011063   |
| 383831:9947  | 07/30/24 08:53:57 | 13   | 3    | 0.006344752    | 0.000000005   |
| 383832:9947  | 07/30/24 08:59:00 | 414  | 406  | 0.203945315    | 0.178361413   |
| 383833:9947  | 07/30/24 11:39:37 | 181  | 173  | 0.089020545    | 0.077988244   |
| 383834:9947  | 07/30/24 12:49:56 | 450  | 450  | 0.213406433    | 0.197571113   |
| 383854:9951  | 07/30/24 20:31:36 | 1098 | 1091 | 0.529538582    | 0.481095482   |
| 383855:9951  | 07/31/24 03:37:50 | 911  | 911  | 0.357468735    | 0.337954403   |
| 383900:9960  | 07/31/24 15:52:55 | 37   | 37   | 0.008228540    | 0.007853805   |
| 383907:9962  | 08/01/24 01:34:42 | 632  | 624  | 0.301539631    | 0.268582127   |
| 383908:9962  | 08/01/24 05:40:03 | 20   | 20   | 0.007974634    | 0.006994087   |
| 383941:9966  | 08/01/24 17:21:32 | 109  | 96   | 0.000062499    | 0.000044567   |
| 383944:9966  | 08/01/24 18:03:48 | 107  | 102  | 0.000144937    | 0.000129604   |
| 383945:9966  | 08/01/24 18:45:08 | 114  | 114  | 0.000142256    | 0.000126500   |
| 383948:9967  | 08/01/24 21:31:12 | 893  | 884  | 0.424846577    | 0.385352986   |
| 383949:9967  | 08/02/24 03:17:58 | 918  | 918  | 0.389472458    | 0.368235462   |
| 383996:9969  | 08/02/24 14:25:12 | 2214 | 2214 | 0.927262621    | 0.875457797   |
| 384014:9970  | 08/03/24 07:49:02 | 392  | 392  | 0.170434239    | 0.160110557   |
| 384029:9971  | 08/03/24 12:38:19 | 475  | 469  | 0.216383913    | 0.196108038   |
| 384030:9971  | 08/03/24 15:42:45 | 13   | 2    | 0.006244762    | 0.000028055   |
| 384031:9971  | 08/03/24 15:47:32 | 179  | 158  | 0.085297188    | 0.071517629   |
| 384032:9971  | 08/03/24 16:56:59 | 84   | 76   | 0.040059102    | 0.031576626   |
| 384033:9971  | 08/03/24 17:29:24 | 22   | 14   | 0.010408909    | 0.005346552   |
| 384034:9971  | 08/03/24 17:37:48 | 9    | 4    | 0.004308598    | 0.000048305   |
| 384035:9971  | 08/03/24 17:41:08 | 356  | 347  | 0.169416455    | 0.152578194   |
| 384036:9971  | 08/03/24 19:59:20 | 246  | 246  | 0.109832876    | 0.103781622   |
| 384052:9973  | 08/04/24 01:25:47 | 2152 | 2152 | 0.905754583    | 0.849455641   |
| 384069:9974  | 08/04/24 17:15:23 | 1234 | 1227 | 0.579160298    | 0.521187883   |
| 384070:9974  | 08/05/24 01:14:33 | 768  | 718  | 0.286710468    | 0.254861702   |
| 384071:9974  | 08/05/24 06:12:50 | 282  | 282  | 0.079181837    | 0.076772240   |
| 384124:9978  | 08/05/24 19:07:09 | 84   | 71   | 0.030079378    | 0.020971415   |
| 384126:9978  | 08/05/24 19:39:34 | 29   | 20   | 0.013792922    | 0.006263372   |
| 384127:9978  | 08/05/24 19:50:44 | 26   | 15   | 0.012390342    | 0.006268096   |
| 384128:9978  | 08/05/24 20:00:38 | 1617 | 1617 | 0.731155729    | 0.686401264   |
| 384187:9982  | 08/06/24 20:52:32 | 392  | 386  | 0.170422801    | 0.154405739   |
| 384188:9982  | 08/06/24 23:24:44 | 1677 | 1677 | 0.704171397    | 0.663694620   |
| 384202:9983  | 08/07/24 12:18:01 | 1769 | 1762 | 0.790273964    | 0.741837645   |
| 384203:9983  | 08/07/24 23:45:17 | 16   | 8    | 0.005418611    | 0.002268139   |
| 384204:9983  | 08/07/24 23:51:26 | 223  | 223  | 0.069485648    | 0.065336472   |
| 384209:9984  | 08/08/24 07:07:32 | 798  | 798  | 0.365668534    | 0.339820839   |
| 384238:9986  | 08/08/24 17:13:34 | 543  | 535  | 0.250121001    | 0.227538423   |
| 384239:9986  | 08/08/24 20:44:28 | 1394 | 1333 | 0.595390636    | 0.541756181   |
| 384243:9986  | 08/09/24 05:45:49 | 106  | 98   | 0.032472757    | 0.028861600   |
| 384244:9986  | 08/09/24 06:26:50 | 154  | 154  | 0.044009916    | 0.042362030   |
| 384264:9987  | 08/09/24 11:28:26 | 981  | 972  | 0.460023679    | 0.422854103   |
| 384265:9987  | 08/09/24 17:49:26 | 445  | 439  | 0.206031553    | 0.178377685   |
| 384266:9987  | 08/09/24 20:42:04 | 686  | 686  | 0.239817796    | 0.232176898   |
| 384272:9988  | 08/10/24 04:23:25 | 515  | 505  | 0.042892913    | 0.041805115   |
| 384273:9988  | 08/10/24 07:43:24 | 118  | 105  | 0.004555429    | 0.004006726   |
| 384276:9988  | 08/10/24 08:29:15 | 939  | 932  | 0.050165263    | 0.046399392   |
| 384277:9988  | 08/10/24 14:34:01 | 52   | 52   | 0.024609886    | 0.023101365   |
| 384290:9989  | 08/10/24 20:07:03 | 224  | 217  | 0.098226975    | 0.083901890   |
| 384291:9989  | 08/10/24 21:33:54 | 1650 | 1650 | 0.734637812    | 0.693059783   |
| 384318:9992  | 08/11/24 12:34:54 | 38   | 38   | 0.007739020    | 0.007286926   |
| 384322:9994  | 08/11/24 18:20:04 | 715  | 705  | 0.333862704    | 0.304095550   |
| 384323:9994  | 08/11/24 22:57:34 | 433  | 433  | 0.207832540    | 0.194105689   |
| 384331:9995  | 08/12/24 03:57:44 | 598  | 592  | 0.278011276    | 0.253832360   |
| 384332:9995  | 08/12/24 07:49:44 | 537  | 537  | 0.253672387    | 0.235690236   |
| 384377:9996  | 08/12/24 18:26:51 | 411  | 399  | 0.187150893    | 0.166839836   |
| 384378:9996  | 08/12/24 21:06:29 | 268  | 173  | 0.128355389    | 0.075445309   |
| 384380:9996  | 08/12/24 22:50:20 | 71   | 34   | 0.034188011    | 0.014807337   |
| 384382:9996  | 08/12/24 23:17:40 | 291  | 280  | 0.139465220    | 0.126016646   |
| 384383:9996  | 08/13/24 01:10:37 | 1021 | 1021 | 0.405914905    | 0.382789181   |
| 384406:10000 | 08/13/24 14:19:42 | 610  | 610  | 0.280425161    | 0.261581023   |
| 384413:10001 | 08/13/24 20:25:51 | 1964 | 1964 | 0.853409587    | 0.800877554   |
| 384445:10002 | 08/14/24 11:54:11 | 34   | 24   | 0.008251485    | 0.004750539   |
| 384446:10002 | 08/14/24 12:07:24 | 275  | 274  | 0.115878582    | 0.107873750   |
| 384464:10004 | 08/14/24 18:46:26 | 267  | 260  | 0.108973118    | 0.101686374   |
| 384468:10005 | 08/14/24 23:37:34 | 1921 | 1921 | 0.839023428    | 0.778835445   |
| 384485:10006 | 08/15/24 14:44:40 | 106  | 95   | 0.036020939    | 0.029512898   |
| 384486:10006 | 08/15/24 15:25:50 | 43   | 34   | 0.020631043    | 0.014646571   |
| 384487:10006 | 08/15/24 15:42:19 | 39   | 30   | 0.018832823    | 0.013046866   |
| 384488:10006 | 08/15/24 15:57:10 | 14   | 4    | 0.006766524    | 0.000046446   |
| 384489:10006 | 08/15/24 16:02:32 | 38   | 29   | 0.018288722    | 0.012342324   |
| 384490:10006 | 08/15/24 16:17:13 | 40   | 31   | 0.019199496    | 0.013387617   |
| 384491:10006 | 08/15/24 16:32:41 | 41   | 32   | 0.019673776    | 0.013589349   |
| 384492:10006 | 08/15/24 16:48:32 | 1621 | 1621 | 0.712218726    | 0.667546128   |
| 384565:10010 | 08/16/24 21:28:21 | 1722 | 1722 | 0.779560437    | 0.720315950   |
| 384579:10012 | 08/17/24 11:16:10 | 540  | 540  | 0.248560493    | 0.230631665   |
| 384591:10013 | 08/17/24 17:19:52 | 176  | 159  | 0.069682135    | 0.056261849   |
| 384592:10013 | 08/17/24 18:28:09 | 12   | 5    | 0.005706553    | 0.000000002   |
| 384593:10013 | 08/17/24 18:32:49 | 149  | 147  | 0.069989081    | 0.063815503   |
| 384610:10014 | 08/17/24 22:43:25 | 425  | 425  | 0.156775157    | 0.149240917   |
| 384614:10016 | 08/18/24 05:44:13 | 1257 | 1257 | 0.594123672    | 0.551803354   |
| 384638:10017 | 08/18/24 17:19:02 | 544  | 534  | 0.252667992    | 0.219531419   |
| 384639:10017 | 08/18/24 20:50:14 | 14   | 6    | 0.006739750    | 0.000000007   |
| 384640:10017 | 08/18/24 20:55:27 | 22   | 12   | 0.010559817    | 0             |
| 384641:10017 | 08/18/24 21:03:40 | 15   | 3    | 0.007213824    | 0             |
| 384642:10017 | 08/18/24 21:09:11 | 25   | 9    | 0.012031541    | 0.000000002   |
| 384643:10017 | 08/18/24 21:18:44 | 17   | 3    | 0.008213134    | 0.000000003   |
| 384644:10017 | 08/18/24 21:25:07 | 1059 | 1059 | 0.477096410    | 0.434445825   |
| 384930:10049 | 08/23/24 19:02:32 | 38   | 30   | 0.008413996    | 0.005041070   |
| 384933:10049 | 08/23/24 19:17:08 | 631  | 624  | 0.288656054    | 0.266742907   |
| 384934:10049 | 08/23/24 23:22:15 | 22   | 13   | 0.010123029    | 0.001867405   |
| 384935:10049 | 08/23/24 23:30:44 | 1337 | 1337 | 0.541518800    | 0.518195242   |
| 384950:10050 | 08/24/24 09:58:29 | 189  | 178  | 0.081879974    | 0.069097808   |
| 384951:10050 | 08/24/24 11:11:49 | 974  | 974  | 0.460046440    | 0.432443783   |
| 384963:10052 | 08/24/24 21:20:19 | 2116 | 2116 | 0.924969046    | 0.874827304   |
| 384981:10056 | 08/25/24 14:30:09 | 2105 | 2105 | 0.920835131    | 0.871267770   |
| 385012:10059 | 08/26/24 14:29:12 | 277  | 277  | 0.121297689    | 0.113020852   |
| 385016:10061 | 08/26/24 19:26:52 | 790  | 790  | 0.366378883    | 0.341806336   |
| 385094:10066 | 08/28/24 20:29:41 | 968  | 968  | 0.445804801    | 0.418890241   |
| 385100:10068 | 08/29/24 06:12:01 | 29   | 29   | 0.003824929    | 0.003504894   |
| 385127:10069 | 08/29/24 11:20:21 | 2050 | 2050 | 0.882201907    | 0.835376909   |
| 385134:10070 | 08/30/24 02:46:11 | 313  | 313  | 0.135793053    | 0.127774963   |
| 385142:10072 | 08/30/24 07:48:14 | 1950 | 1950 | 0.844052244    | 0.796409902   |
| 385152:10073 | 08/31/24 00:23:17 | 1175 | 1164 | 0.547453109    | 0.504905244   |
| 385153:10073 | 08/31/24 07:59:36 | 860  | 860  | 0.331159469    | 0.315198459   |
| 385168:10074 | 08/31/24 17:43:57 | 2068 | 2068 | 0.896527568    | 0.847378189   |
| 385178:10075 | 09/01/24 09:24:56 | 519  | 519  | 0.230587666    | 0.215129045   |
| 385194:10077 | 09/01/24 18:18:04 | 1409 | 1409 | 0.652976953    | 0.609015122   |
| 385260:10082 | 09/03/24 09:37:28 | 553  | 553  | 0.248215807    | 0.231390438   |
| 385281:10084 | 09/03/24 18:30:08 | 1421 | 1408 | 0.655497374    | 0.603813219   |
| 385282:10084 | 09/04/24 03:42:06 | 58   | 12   | 0.024143646    | 0.000000418   |
| 385284:10084 | 09/04/24 04:04:19 | 163  | 153  | 0.063908381    | 0.050625409   |
| 385285:10084 | 09/04/24 05:07:39 | 318  | 299  | 0.109999446    | 0.097077017   |
| 385286:10084 | 09/04/24 07:10:58 | 1459 | 1459 | 0.350568190    | 0.340698940   |
| 385311:10086 | 09/04/24 20:10:05 | 116  | 107  | 0.043088766    | 0.032838248   |
| 385312:10086 | 09/04/24 20:55:00 | 433  | 433  | 0.204250413    | 0.191206788   |
| 385324:10087 | 09/05/24 04:16:23 | 1844 | 1844 | 0.800373691    | 0.753416196   |
| 385354:10090 | 09/05/24 23:31:23 | 809  | 804  | 0.372368282    | 0.345601715   |
| 385355:10090 | 09/06/24 04:45:28 | 958  | 958  | 0.413578365    | 0.389154036   |
| 385383:10091 | 09/06/24 14:24:46 | 447  | 406  | 0.201689744    | 0.151213790   |
| 385384:10091 | 09/06/24 17:18:06 | 16   | 7    | 0.007501614    | 0.000000513   |
| 385385:10091 | 09/06/24 17:24:14 | 13   | 4    | 0.006114219    | 0.000001010   |
| 385386:10091 | 09/06/24 17:28:58 | 37   | 30   | 0.017421696    | 0.006137030   |
| 385387:10091 | 09/06/24 17:42:59 | 376  | 371  | 0.172967677    | 0.161993338   |
| 385390:10092 | 09/06/24 22:12:21 | 1664 | 1654 | 0.758968403    | 0.708895082   |
| 385391:10092 | 09/07/24 08:58:33 | 551  | 551  | 0.182384329    | 0.174841031   |
| 385408:10093 | 09/07/24 16:43:04 | 423  | 422  | 0.185160174    | 0.174659385   |
| 385415:10094 | 09/07/24 21:28:22 | 524  | 521  | 0.232259625    | 0.218611959   |
| 385422:10095 | 09/08/24 04:07:36 | 1129 | 1119 | 0.525652022    | 0.483435169   |
| 385423:10095 | 09/08/24 11:26:06 | 400  | 396  | 0.181635617    | 0.166650633   |
| 385424:10095 | 09/08/24 14:01:18 | 644  | 644  | 0.222284158    | 0.210587709   |
| 385437:10096 | 09/08/24 20:29:32 | 802  | 783  | 0.369635993    | 0.337271087   |
| 385443:10097 | 09/09/24 03:50:43 | 1599 | 1588 | 0.734297639    | 0.684411746   |
| 385444:10097 | 09/09/24 14:11:45 | 168  | 156  | 0.062423136    | 0.054613111   |
| 385447:10097 | 09/09/24 15:16:47 | 180  | 180  | 0.061906543    | 0.059169692   |
| 385474:10098 | 09/09/24 19:23:37 | 732  | 732  | 0.331666984    | 0.311144409   |
| 385478:10099 | 09/10/24 02:08:55 | 654  | 648  | 0.301410799    | 0.270535428   |
| 385479:10099 | 09/10/24 06:23:00 | 12   | 6    | 0.005651925    | 0.000296586   |
| 385480:10099 | 09/10/24 06:27:18 | 15   | 6    | 0.007099075    | 0.000155764   |
| 385481:10099 | 09/10/24 06:33:02 | 121  | 104  | 0.057417642    | 0.044809873   |
| 385483:10099 | 09/10/24 07:19:45 | 30   | 22   | 0.014248548    | 0.009140733   |
| 385484:10099 | 09/10/24 07:31:07 | 23   | 19   | 0.009162235    | 0.007866548   |
| 385511:10100 | 09/10/24 12:06:54 | 114  | 106  | 0.043992237    | 0.037362620   |
| 385512:10100 | 09/10/24 12:50:54 | 32   | 23   | 0.015242240    | 0.009275984   |
| 385513:10100 | 09/10/24 13:03:21 | 30   | 20   | 0.014260037    | 0.008222685   |
| 385514:10100 | 09/10/24 13:14:48 | 40   | 26   | 0.019108344    | 0.010379864   |
| 385515:10100 | 09/10/24 13:30:08 | 1647 | 1647 | 0.739328435    | 0.687731315   |
| 385532:10102 | 09/11/24 04:42:42 | 7    | 7    | 0              | 0             |
| 385567:10104 | 09/11/24 12:49:57 | 306  | 297  | 0.115883544    | 0.104719527   |
| 385568:10104 | 09/11/24 14:48:38 | 260  | 258  | 0.121073573    | 0.113442239   |
| 385589:10105 | 09/11/24 22:30:14 | 217  | 212  | 0.093600866    | 0.085557639   |
| 385590:10105 | 09/11/24 23:54:24 | 10   | 4    | 0.004749195    | 0.000000019   |
| 385591:10105 | 09/11/24 23:58:17 | 23   | 18   | 0.010902669    | 0.004872600   |
| 385592:10105 | 09/12/24 00:06:54 | 55   | 23   | 0.026200953    | 0.005470551   |
| 385598:10105 | 09/12/24 00:28:15 | 33   | 12   | 0.015681565    | 0.004486204   |
